,Card Name,Set #,Set,Stamp,Condition,Lang,Notes
1/2 Binder,Dark Haunter,36,Neo Destiny,,,,
1/2 Binder,Exeggcute,64,Neo Destiny,,,,
1/2 Binder,Dark Exeggutor,33,Neo Destiny,,,,
1/2 Binder,Unown L,86,Neo Destiny,,,,
1/2 Binder,Unown P,58,Neo Destiny,,,,
1/2 Binder,Unown Q,59,Neo Destiny,,,,
1/2 Binder,Unown S,87,Neo Destiny,,,,
1/2 Binder,Unown T,88,Neo Destiny,,,,
1/2 Binder,Unown V,89,Neo Destiny,,,,
1/2 Binder,Unown Z,60,Neo Destiny,,,,
1/2 Binder,Machop,73,Neo Destiny,,,,
1/2 Binder,Light Machoke,49,Neo Destiny,,,,
1/2 Binder,Light Machamp,25,Neo Destiny,,,,
1/2 Binder,Gligar,67,Neo Destiny,,,,
1/2 Binder,Phanpy,76,Neo Destiny,,,,
1/2 Binder,Larvitar,70,Neo Destiny,,,,
1/2 Binder,Houndour,43,Neo Destiny,,,,
1/2 Binder,Jigglypuff,44,Neo Destiny,,,,
1/2 Binder,Light Wigglytuff,54,Neo Destiny,,,,
1/2 Binder,Dark Wigglytuff,40,Neo Destiny,,,,
1/2 Binder,Porygon,78,Neo Destiny,,,,
1/2 Binder,Dratini,63,Neo Destiny,,,,
1/2 Binder,Light Dragonair,22,Neo Destiny,,,,
1/2 Binder,Togepi,56,Neo Destiny,,,,
1/2 Binder,Girafarig,66,Neo Destiny,,,,
1/2 Binder,Counterattack Claws,97,Neo Destiny,,,,
1/2 Binder,Energy Amplifier,98,Neo Destiny,,,,
1/2 Binder,EXP.ALL,93,Neo Destiny,,,,
1/2 Binder,Heal Powder,104,Neo Destiny,,,,
1/2 Binder,Thought Wave Machine,96,Neo Destiny,,,,
1/2 Binder,Mail from Bill,105,Neo Destiny,,,,
1/2 Binder,Team Rocket's Evil Deeds,103,Neo Destiny,,,,
1/2 Binder,Lucky Stadium,100,Neo Destiny,,,,
1/2 Binder,Radio Tower,95,Neo Destiny,,,,
1/2 Binder,Bulbasaur,94,Expedition,,,,
1/2 Binder,Bulbasaur,95,Expedition,,,,
1/2 Binder,Ivysaur,82,Expedition,,,,
1/2 Binder,Chikorita,99,Expedition,,,,
1/2 Binder,Chikorita,100,Expedition,,,,
1/2 Binder,Charmander,97,Expedition,,,,
1/2 Binder,Charmander,98,Expedition,,,,
1/2 Binder,Quilava,91,Expedition,,,,
1/2 Binder,Squirtle,132,Expedition,,,,
1/2 Binder,Totodile,134,Expedition,,,,
1/2 Binder,Potion,156,Expedition,,,,
1/2 Binder,Full Heal,154,Expedition,,,,
1/2 Binder,Switch,157,Expedition,,,,
1/2 Binder,Energy Search,153,Expedition,,,,
1/2 Binder,Oddish,122,Expedition,,,,
1/2 Binder,Hoppip,112,Expedition,,,,
1/2 Binder,Ekans,108,Expedition,,,,
1/2 Binder,Koffing,114,Expedition,,,,
1/2 Binder,Caterpie,96,Expedition,,,,
1/2 Binder,Ponyta,126,Expedition,,,,
1/2 Binder,Vulpix,136,Expedition,,,,
1/2 Binder,Krabby,115,Expedition,,,,
1/2 Binder,Magikarp,118,Expedition,,,,
1/2 Binder,Shellder,129,Expedition,,,,
1/2 Binder,Poliwag,125,Expedition,,,,
1/2 Binder,Marill,120,Expedition,,,,
1/2 Binder,Mareep,119,Expedition,,,,
1/2 Binder,Abra,93,Expedition,,,,
1/2 Binder,Gastly,109,Expedition,,,,
1/2 Binder,Diglett,106,Expedition,,,,
1/2 Binder,Machop,117,Expedition,,,,
1/2 Binder,Larvitar,116,Expedition,,,,
1/2 Binder,Cubone,103,Expedition,,,,
1/2 Binder,Rattata,128,Expedition,,,,
1/2 Binder,Meowth,121,Expedition,,,,
1/2 Binder,Clefairy,101,Expedition,,,,
1/2 Binder,Houndour,113,Expedition,,,,
1/2 Binder,Metapod,87,Expedition,,,,
1/2 Binder,Jynx,83,Expedition,,,,
1/2 Binder,Pupitar,90,Expedition,,,,
1/2 Binder,Graveler,79,Expedition,,,,
1/2 Binder,Hitmonlee,81,Expedition,,,,
1/2 Binder,Dragonair,75,Expedition,,,,
1/2 Binder,Energy Restore,141,Expedition,,,,
1/2 Binder,Energy Removal 2,140,Expedition,,,,
1/2 Binder,Pokémon Reversal,146,Expedition,,,,
1/2 Binder,Dual Ball,139,Expedition,,,,
1/2 Binder,Professor Oak's Research,149,Expedition,,,,
1/2 Binder,Bill's Maintenance,137,Expedition,,,,
1/2 Binder,Professor Elm's Training Method,148,Expedition,,,,
1/2 Binder,Mary's Impulse,142,Expedition,,,,
1/2 Binder,Copycat,138,Expedition,,,,
1/2 Binder,Vileplume,69,Expedition,,,,
1/2 Binder,Arbok,35,Expedition,,,,
1/2 Binder,Typhlosion,65,Expedition,,,,
1/2 Binder,Poliwrath,60,Expedition,,,,
1/2 Binder,Raichu,25,Expedition,,,,
1/2 Binder,Dugtrio,44,Expedition,,,,
1/2 Binder,Fearow,45,Expedition,,,,
1/2 Binder,Tyranitar,66,Expedition,,,,
1/2 Binder,Nidoran Male,96,Aquapolis,,,,
1/2 Binder,Grimer,79,Aquapolis,,,,
1/2 Binder,Spinarak,111,Aquapolis,,,,
1/2 Binder,Hoppip,83,Aquapolis,,,,
1/2 Binder,Growlithe,80,Aquapolis,,,,
1/2 Binder,Houndour,86,Aquapolis,,,,
1/2 Binder,Psyduck,104,Aquapolis,,,,
1/2 Binder,Goldeen,78,Aquapolis,,,,
1/2 Binder,Wooper,117,Aquapolis,,,,
1/2 Binder,Magnemite,91,Aquapolis,,,,
1/2 Binder,Voltorb,115,Aquapolis,,,,
1/2 Binder,Drowzee,74a,Aquapolis,,,,
1/2 Binder,Drowzee,74b,Aquapolis,,,,
1/2 Binder,Mr. Mime,95a,Aquapolis,,,,
1/2 Binder,Mr. Mime,95b,Aquapolis,,,,
1/2 Binder,Cubone,72,Aquapolis,,,,
1/2 Binder,Marowak,54,Aquapolis,,,,
1/2 Binder,Hitmonchan,81,Aquapolis,,,,
1/2 Binder,Hitmontop,82,Aquapolis,,,,
1/2 Binder,Phanpy,100,Aquapolis,,,,
1/2 Binder,Chansey,69,Aquapolis,,,,
1/2 Binder,Eevee,75,Aquapolis,,,,
1/2 Binder,Porygon,103a,Aquapolis,,,,
1/2 Binder,Porygon,103b,Aquapolis,,,,
1/2 Binder,Togepi,114,Aquapolis,,,,
1/2 Binder,Smeargle,109,Aquapolis,,,,
1/2 Binder,Houndour,87,Aquapolis,,,,
1/2 Binder,Town Volunteers,136,Aquapolis,,,,
1/2 Binder,Muk,23,Aquapolis,,,,
1/2 Binder,Oddish,97,Aquapolis,,,,
1/2 Binder,Paras,99,Aquapolis,,,,
1/2 Binder,Bellsprout,68,Aquapolis,,,,
1/2 Binder,Exeggcute,76,Aquapolis,,,,
1/2 Binder,Tangela,112,Aquapolis,,,,
1/2 Binder,Scyther,106,Aquapolis,,,,
1/2 Binder,Pinsir,101,Aquapolis,,,,
1/2 Binder,Vulpix,116,Aquapolis,,,,
1/2 Binder,Ponyta,102,Aquapolis,,,,
1/2 Binder,Tentacool,113,Aquapolis,,,,
1/2 Binder,Slowpoke,108,Aquapolis,,,,
1/2 Binder,Horsea,84,Aquapolis,,,,
1/2 Binder,Horsea,85,Aquapolis,,,,
1/2 Binder,Chinchou,70,Aquapolis,,,,
1/2 Binder,Remoraid,105,Aquapolis,,,,
1/2 Binder,Chinchou,71,Aquapolis,,,,
1/2 Binder,Mareep,93,Aquapolis,,,,
1/2 Binder,Exeggcute,77,Aquapolis,,,,
1/2 Binder,Mankey,92,Aquapolis,,,,
1/2 Binder,Onix,98,Aquapolis,,,,
1/2 Binder,Larvitar,89,Aquapolis,,,,
1/2 Binder,Doduo,73,Aquapolis,,,,
1/2 Binder,Lickitung,90,Aquapolis,,,,
1/2 Binder,Kangaskhan,88,Aquapolis,,,,
1/2 Binder,Sentret,107,Aquapolis,,,,
1/2 Binder,Aipom,67,Aquapolis,,,,
1/2 Binder,Miltank,94,Aquapolis,,,,
1/2 Binder,Sneasel,110,Aquapolis,,,,
1/2 Binder,Juggler,126,Aquapolis,,,,
1/2 Binder,Aerodactyl,1,Skyridge,RH,Scuffed foil,,
1/2 Binder,Girafarig,58,Skyridge,,,,
1/2 Binder,Rattata,90,Skyridge,,,,
1/2 Binder,Misdreavus,39,Skyridge,,,,
1/2 Binder,Mirage Stadium,132,Skyridge,,,,
1/2 Binder,Delibird,49,Skyridge,,,,
1/2 Binder,Delibird,49,Skyridge,,,,
1/2 Binder,Voltorb,113,Skyridge,,,,
1/2 Binder,Dewgong,7,Skyridge,,,,
1/2 Binder,Magneton,H19,Skyridge,,Bent corners,,
1/2 Binder,Miracle Sphere Beta,130,Skyridge,,,,
1/2 Binder,Pikachu,1,Wizards Black Star Promo,,,,
1/2 Binder,Electabuzz,2,Wizards Black Star Promo,,,,
1/2 Binder,Mewtwo,3,Wizards Black Star Promo,,,,
1/2 Binder,Pikachu,4,Wizards Black Star Promo,,,,
1/2 Binder,Dragonite,5,Wizards Black Star Promo,,,,
1/2 Binder,Jigglypuff,7,Wizards Black Star Promo,,,,
1/2 Binder,Mew,9,Wizards Black Star Promo,,,,
1/2 Binder,Meowth,10,Wizards Black Star Promo,,,,
1/2 Binder,Eevee,11,Wizards Black Star Promo,,,,
1/2 Binder,Cool Porygon,15,Wizards Black Star Promo,,,,
1/2 Binder,Computer Error,16,Wizards Black Star Promo,,,,
1/2 Binder,Dark Persian,17,Wizards Black Star Promo,,,,
1/2 Binder,Team Rocket's Meowth,18,Wizards Black Star Promo,,,,
1/2 Binder,Psyduck,20,Wizards Black Star Promo,,,,
1/2 Binder,Surfing Pikachu,28,Wizards Black Star Promo,,,,
1/2 Binder,Togepi,30,Wizards Black Star Promo,,,,
1/2 Binder,Cleffa,31,Wizards Black Star Promo,,,,
1/2 Binder,Smeargle,32,Wizards Black Star Promo,,,,
1/2 Binder,Scizor,33,Wizards Black Star Promo,,,,
1/2 Binder,Entei,34,Wizards Black Star Promo,,,,
1/2 Binder,Igglybuff,36,Wizards Black Star Promo,,,,
1/2 Binder,Hitmontop,37,Wizards Black Star Promo,,,,
1/2 Binder,Pokémon Tower,42,Wizards Black Star Promo,,,,
1/2 Binder,Machamp,43,Wizards Black Star Promo,,,,
1/2 Binder,Electabuzz,46,Wizards Black Star Promo,,,,
1/2 Binder,Rapidash,51,Wizards Black Star Promo,Pokémon Center NY,,,
1/2 Binder,Ho-Oh,52,Wizards Black Star Promo,Pokémon Center NY,,,
ADV Binder,Koffing,54,EX Ruby & Sapphire,,,,
ADV Binder,Weezing,24,EX Ruby & Sapphire,,,,
ADV Binder,Treecko,75,EX Ruby & Sapphire,,,,
ADV Binder,Treecko,76,EX Ruby & Sapphire,,,,
ADV Binder,Grovyle,31,EX Ruby & Sapphire,,,,
ADV Binder,Grovyle,32,EX Ruby & Sapphire,,,,
ADV Binder,Wurmple,78,EX Ruby & Sapphire,,,,
ADV Binder,Cascoon,26,EX Ruby & Sapphire,,,,
ADV Binder,Dustox,6,EX Ruby & Sapphire,,,,
ADV Binder,Silcoon,43,EX Ruby & Sapphire,,,,
ADV Binder,Shroomish,69,EX Ruby & Sapphire,,,,
ADV Binder,Breloom,16,EX Ruby & Sapphire,,,,
ADV Binder,Torchic,73,EX Ruby & Sapphire,,,,
ADV Binder,Torchic,74,EX Ruby & Sapphire,,,,
ADV Binder,Combusken,27,EX Ruby & Sapphire,,,,
ADV Binder,Combusken,28,EX Ruby & Sapphire,,,,
ADV Binder,Blaziken,15,EX Ruby & Sapphire,,,,
ADV Binder,Numel,61,EX Ruby & Sapphire,,,,
ADV Binder,Camerupt,4,EX Ruby & Sapphire,,,,
ADV Binder,Goldeen,55,EX Ruby & Sapphire,,,,
ADV Binder,Seaking,21,EX Ruby & Sapphire,,,,
ADV Binder,Mudkip,59,EX Ruby & Sapphire,,,,
ADV Binder,Mudkip,60,EX Ruby & Sapphire,,,,
ADV Binder,Marshtomp,40,EX Ruby & Sapphire,,,,
ADV Binder,Swampert,23,EX Ruby & Sapphire,,,,
ADV Binder,Swampert,13,EX Ruby & Sapphire,,,,
ADV Binder,Wingull,77,EX Ruby & Sapphire,,,,
ADV Binder,Pelipper,19,EX Ruby & Sapphire,,,,
ADV Binder,Carvanha,51,EX Ruby & Sapphire,,,,
ADV Binder,Sharpedo,22,EX Ruby & Sapphire,,,,
ADV Binder,Wailmer,48,EX Ruby & Sapphire,,,,
ADV Binder,Wailord,14,EX Ruby & Sapphire,,,,
ADV Binder,Electrike,52,EX Ruby & Sapphire,,,,
ADV Binder,Electrike,53,EX Ruby & Sapphire,,,,
ADV Binder,Manectric,9,EX Ruby & Sapphire,,,,
ADV Binder,Ralts,66,EX Ruby & Sapphire,,,,
ADV Binder,Ralts,67,EX Ruby & Sapphire,,,,
ADV Binder,Ralts,68,EX Ruby & Sapphire,,,,
ADV Binder,Kirlia,34,EX Ruby & Sapphire,,,,
ADV Binder,Kirlia,35,EX Ruby & Sapphire,,,,
ADV Binder,Gardevoir,7,EX Ruby & Sapphire,,,,
ADV Binder,Phanpy,62,EX Ruby & Sapphire,,,,
ADV Binder,Makuhita,56,EX Ruby & Sapphire,,,,
ADV Binder,Makuhita,57,EX Ruby & Sapphire,,,,
ADV Binder,Makuhita,58,EX Ruby & Sapphire,,,,
ADV Binder,Hariyama,33,EX Ruby & Sapphire,,,,
ADV Binder,Nosepass,18,EX Ruby & Sapphire,,,,
ADV Binder,Poochyena,63,EX Ruby & Sapphire,,,,
ADV Binder,Poochyena,64,EX Ruby & Sapphire,,,,
ADV Binder,Mightyena,42,EX Ruby & Sapphire,,,,
ADV Binder,Mightyena,10,EX Ruby & Sapphire,RH,,,
ADV Binder,Aron,49,EX Ruby & Sapphire,,,,
ADV Binder,Aron,25,EX Ruby & Sapphire,RH,,,
ADV Binder,Lairon,37,EX Ruby & Sapphire,,,,
ADV Binder,Aggron,1,EX Ruby & Sapphire,,,,
ADV Binder,Zigzagoon,79,EX Ruby & Sapphire,,,,
ADV Binder,Linoone,38,EX Ruby & Sapphire,,,,
ADV Binder,Taillow,72,EX Ruby & Sapphire,,,,
ADV Binder,Swellow,46,EX Ruby & Sapphire,,,,
ADV Binder,Slakoth,45,EX Ruby & Sapphire,,,,
ADV Binder,Vigoroth,47,EX Ruby & Sapphire,RH,,,
ADV Binder,Skitty,70,EX Ruby & Sapphire,,,,
ADV Binder,Skitty,71,EX Ruby & Sapphire,,,,
ADV Binder,Skitty,44,EX Ruby & Sapphire,,,,
ADV Binder,Delcatty,29,EX Ruby & Sapphire,,,,
ADV Binder,Energy Removal 2,80,EX Ruby & Sapphire,,,,
ADV Binder,Energy Restore,81,EX Ruby & Sapphire,,,,
ADV Binder,Energy Search,90,EX Ruby & Sapphire,,,,
ADV Binder,Energy Switch,82,EX Ruby & Sapphire,,,,
ADV Binder,Lum Berry,84,EX Ruby & Sapphire,,,,
ADV Binder,Oran Berry,85,EX Ruby & Sapphire,,,,
ADV Binder,Poké Ball,86,EX Ruby & Sapphire,,,,
ADV Binder,Pokémon Reversal,87,EX Ruby & Sapphire,,,,
ADV Binder,PokéNav,88,EX Ruby & Sapphire,,,,
ADV Binder,Potion,91,EX Ruby & Sapphire,,,,
ADV Binder,Switch,92,EX Ruby & Sapphire,,,,
ADV Binder,Professor Birch,89,EX Ruby & Sapphire,,,,
ADV Binder,Darkness Energy,93,EX Ruby & Sapphire,,,,
ADV Binder,Metal Energy,94,EX Ruby & Sapphire,,,,
ADV Binder,Rainbow Energy,95,EX Ruby & Sapphire,,,,
ADV Binder,Scyther ex,102,EX Ruby & Sapphire,,,,
ADV Binder,Magmar ex,100,EX Ruby & Sapphire,,,,
ADV Binder,Lapras ex,99,EX Ruby & Sapphire,,,,
ADV Binder,Electabuzz ex,97,EX Ruby & Sapphire,,,,
ADV Binder,Hitmonchan ex,98,EX Ruby & Sapphire,,,,
ADV Binder,Sneasel ex,103,EX Ruby & Sapphire,,,,
ADV Binder,Chansey ex,96,EX Ruby & Sapphire,,,,
ADV Binder,Grass Energy,104,EX Ruby & Sapphire,,,,
ADV Binder,Fire Energy,108,EX Ruby & Sapphire,,,,
ADV Binder,Water Energy,106,EX Ruby & Sapphire,,,,
ADV Binder,Lightning Energy,109,EX Ruby & Sapphire,,,,
ADV Binder,Fighting Energy,105,EX Ruby & Sapphire,,,,
ADV Binder,Psychic Energy,107,EX Ruby & Sapphire,,,,
ADV Binder,Ekans,64,EX Sandstorm,,,,
ADV Binder,Seedot,76,EX Sandstorm,,,,
ADV Binder,Nuzleaf,48,EX Sandstorm,,,,
ADV Binder,Shiftry,22,EX Sandstorm,,,,
ADV Binder,Volbeat,53,EX Sandstorm,,,,
ADV Binder,Cacnea,57,EX Sandstorm,,,,
ADV Binder,Cacnea,58,EX Sandstorm,,,,
ADV Binder,Lileep,42,EX Sandstorm,,,,
ADV Binder,Cradily,3,EX Sandstorm,,,,
ADV Binder,Growlithe,65,EX Sandstorm,,,,
ADV Binder,Arcanine,15,EX Sandstorm,,,,
ADV Binder,Cyndaquil,59,EX Sandstorm,,,,
ADV Binder,Quilava,51,EX Sandstorm,,,,
ADV Binder,Psyduck,73,EX Sandstorm,,,,
ADV Binder,Omanyte,70,EX Sandstorm,,,,
ADV Binder,Omastar,19,EX Sandstorm,,,,
ADV Binder,Kabuto,39,EX Sandstorm,,,,
ADV Binder,Kabutops ex,97,EX Sandstorm,,,,
ADV Binder,Marill,68,EX Sandstorm,,,,0 retreat misprint
ADV Binder,Azumarill,30,EX Sandstorm,,,,
ADV Binder,Lotad,67,EX Sandstorm,,,,
ADV Binder,Lombre,45,EX Sandstorm,,,,
ADV Binder,Wingull,84,EX Sandstorm,,,,
ADV Binder,Wailmer,83,EX Sandstorm,,,,
ADV Binder,Wailord ex,100,EX Sandstorm,,,,
ADV Binder,Pikachu,72,EX Sandstorm,,,,
ADV Binder,Natu,69,EX Sandstorm,,,,
ADV Binder,Xatu,55,EX Sandstorm,,,,
ADV Binder,Ralts,74,EX Sandstorm,,,,
ADV Binder,Gardevoir ex,96,EX Sandstorm,,,,
ADV Binder,Sandshrew,75,EX Sandstorm,,,,
ADV Binder,Sandslash,21,EX Sandstorm,,,,
ADV Binder,Onix,71,EX Sandstorm,,,,
ADV Binder,Trapinch,82,EX Sandstorm,,,,
ADV Binder,Anorith,27,EX Sandstorm,,,,
ADV Binder,Armaldo,1,EX Sandstorm,,,,
ADV Binder,Umbreon,24,EX Sandstorm,RH,,,
ADV Binder,Murkrow,47,EX Sandstorm,,,,
ADV Binder,Mawile,9,EX Sandstorm,RH,,,
ADV Binder,Aron,56,EX Sandstorm,,,,
ADV Binder,Spearow,81,EX Sandstorm,,,,
ADV Binder,Fearow,37,EX Sandstorm,,,,
ADV Binder,Eevee,63,EX Sandstorm,,,,
ADV Binder,Azurill,31,EX Sandstorm,,,,
ADV Binder,Dunsparce,60,EX Sandstorm,,,,
ADV Binder,Zigzagoon,85,EX Sandstorm,,,,
ADV Binder,Slakoth,80,EX Sandstorm,,,,
ADV Binder,Skitty,79,EX Sandstorm,,,,
ADV Binder,Delcatty,34,EX Sandstorm,,,,
ADV Binder,Kecleon,18,EX Sandstorm,,,,
ADV Binder,Double Full Heal,86,EX Sandstorm,,,,
ADV Binder,Claw Fossil,90,EX Sandstorm,,,,
ADV Binder,Mysterious Fossil,91,EX Sandstorm,,,,
ADV Binder,Root Fossil,92,EX Sandstorm,,,,
ADV Binder,Wally's Training,89,EX Sandstorm,,,,
ADV Binder,Grimer,57,EX Dragon,,,,
ADV Binder,Treecko,80,EX Dragon,,,,
ADV Binder,Nincada,66,EX Dragon,,,,
ADV Binder,Ninjask,18,EX Dragon,,,,
ADV Binder,Slugma,72,EX Dragon,,,,
ADV Binder,Numel,69,EX Dragon,,,,
ADV Binder,Numel,70,EX Dragon,,,,
ADV Binder,Camerupt,24,EX Dragon,,,,
ADV Binder,Horsea,58,EX Dragon,,,,
ADV Binder,Seadra,39,EX Dragon,,,,
ADV Binder,Magikarp,60,EX Dragon,,,,
ADV Binder,Mudkip,65,EX Dragon,,,,
ADV Binder,Marshtomp,36,EX Dragon,,,,
ADV Binder,Corphish,53,EX Dragon,,,,
ADV Binder,Crawdaunt,13,EX Dragon,,,,
ADV Binder,Magnemite,63,EX Dragon,,,,
ADV Binder,Magnemite,62,EX Dragon,,,,
ADV Binder,Magneton,17,EX Dragon,,,,
ADV Binder,Mareep,64,EX Dragon,,,,
ADV Binder,Geodude,55,EX Dragon,,,,
ADV Binder,Trapinch,79,EX Dragon,,,,
ADV Binder,Skarmory,21,EX Dragon,,,,
ADV Binder,Dragonair,14,EX Dragon,,,,
ADV Binder,Bagon,49,EX Dragon,,,,
ADV Binder,Bagon,50,EX Dragon,,,,
ADV Binder,Shelgon,20,EX Dragon,,,,
ADV Binder,Salamence,19,EX Dragon,,,,
ADV Binder,Energy Recycle System,84,EX Dragon,,,,
ADV Binder,High Pressure System,85,EX Dragon,,,,
ADV Binder,Low Pressure System,86,EX Dragon,,,,
ADV Binder,Charmander,98,EX Dragon,LEAGUE STAMP,,,
ADV Binder,Charmeleon,99,EX Dragon,LEAGUE STAMP,,,
ADV Binder,Bulbasaur,39,EX Team Magma vs Team Aqua,,,,
ADV Binder,Squirtle,46,EX Team Magma vs Team Aqua,,,,
ADV Binder,Pikachu,43,EX Team Magma vs Team Aqua,,,,
ADV Binder,Raichu,13,EX Team Magma vs Team Aqua,,,,
ADV Binder,Slowpoke,45,EX Team Magma vs Team Aqua,,,,
ADV Binder,Meowth,42,EX Team Magma vs Team Aqua,RH,,,
ADV Binder,Raikou ex,92,EX Team Magma vs Team Aqua,,Creased,,
ADV Binder,Bulbasaur,55,EX FireRed & LeafGreen,,,,
ADV Binder,Ivysaur,35,EX FireRed & LeafGreen,,,,
ADV Binder,Caterpie,56,EX FireRed & LeafGreen,,,,
ADV Binder,Metapod,39,EX FireRed & LeafGreen,,,,
ADV Binder,Weedle,86,EX FireRed & LeafGreen,,,,
ADV Binder,Kakuna,36,EX FireRed & LeafGreen,,,,
ADV Binder,Beedrill,1,EX FireRed & LeafGreen,,,,
ADV Binder,Nidoran Female,70,EX FireRed & LeafGreen,,,,
ADV Binder,Nidoran Male,71,EX FireRed & LeafGreen,,,,
ADV Binder,Paras,72,EX FireRed & LeafGreen,,,,
ADV Binder,Parasect,43,EX FireRed & LeafGreen,,,,
ADV Binder,Venonat,84,EX FireRed & LeafGreen,,,,
ADV Binder,Venomoth,49,EX FireRed & LeafGreen,,,,
ADV Binder,Tangela,30,EX FireRed & LeafGreen,RH,,,
ADV Binder,Charmander,58,EX FireRed & LeafGreen,,,,
ADV Binder,Charmander,57,EX FireRed & LeafGreen,,,,
ADV Binder,Charmeleon,31,EX FireRed & LeafGreen,,,,
ADV Binder,Growlithe,64,EX FireRed & LeafGreen,,,,
ADV Binder,Arcanine,18,EX FireRed & LeafGreen,,,,
ADV Binder,Ponyta,76,EX FireRed & LeafGreen,,,,
ADV Binder,Squirtle,83,EX FireRed & LeafGreen,,,,
ADV Binder,Wartortle,50,EX FireRed & LeafGreen,,,,
ADV Binder,Seel,78,EX FireRed & LeafGreen,,,,
ADV Binder,Dewgong,3,EX FireRed & LeafGreen,RH,,,
ADV Binder,Shellder,79,EX FireRed & LeafGreen,,,,
ADV Binder,Cloyster,20,EX FireRed & LeafGreen,RH,,,
ADV Binder,Krabby,66,EX FireRed & LeafGreen,,,,
ADV Binder,Kingler,26,EX FireRed & LeafGreen,RH,,,
ADV Binder,Magnemite,68,EX FireRed & LeafGreen,,,,
ADV Binder,Magneton,27,EX FireRed & LeafGreen,,,,
ADV Binder,Voltorb,85,EX FireRed & LeafGreen,,,,
ADV Binder,Hypno,25,EX FireRed & LeafGreen,,,,
ADV Binder,Cubone,60,EX FireRed & LeafGreen,,,,
ADV Binder,Onix,42,EX FireRed & LeafGreen,,,,
ADV Binder,Rattata,77,EX FireRed & LeafGreen,,,,
ADV Binder,Pidgey,73,EX FireRed & LeafGreen,,,,
ADV Binder,Pidgeotto,45,EX FireRed & LeafGreen,,,,
ADV Binder,Spearow,81,EX FireRed & LeafGreen,,,,
ADV Binder,Jigglypuff,65,EX FireRed & LeafGreen,,,,
ADV Binder,Meowth,69,EX FireRed & LeafGreen,,,,
ADV Binder,Farfetch'd,23,EX FireRed & LeafGreen,,,,
ADV Binder,Doduo,62,EX FireRed & LeafGreen,,,,
ADV Binder,Tauros,16,EX FireRed & LeafGreen,,,,
ADV Binder,PokéDex,96,EX FireRed & LeafGreen,,,,
ADV Binder,Potion,101,EX FireRed & LeafGreen,,,,
ADV Binder,Switch,102,EX FireRed & LeafGreen,,,,
ADV Binder,Bill's Maintenance,87,EX FireRed & LeafGreen,,,,
ADV Binder,Celio's Network,88,EX FireRed & LeafGreen,,,,
ADV Binder,Mt. Moon,94,EX FireRed & LeafGreen,,,,
ADV Binder,EXP.ALL,91,EX FireRed & LeafGreen,RH,,,
ADV Binder,Charmander,113,EX FireRed & LeafGreen,,,,
ADV Binder,Ekans,55,EX Team Rocket Returns,,,,
ADV Binder,Zubat,82,EX Team Rocket Returns,,,,
ADV Binder,Dark Golbat,34,EX Team Rocket Returns,,,,
ADV Binder,Grimer,56,EX Team Rocket Returns,,,,
ADV Binder,Koffing,61,EX Team Rocket Returns,,,,
ADV Binder,Dark Weezing,42,EX Team Rocket Returns,,,,
ADV Binder,Slugma,77,EX Team Rocket Returns,,,,
ADV Binder,Dark Magcargo,38,EX Team Rocket Returns,,,,
ADV Binder,Houndour,59,EX Team Rocket Returns,RH,,,
ADV Binder,Horsea,58,EX Team Rocket Returns,RH,,,
ADV Binder,Magikarp,65,EX Team Rocket Returns,,,,
ADV Binder,Dark Gyarados,36,EX Team Rocket Returns,,,,
ADV Binder,Azumarill,1,EX Team Rocket Returns,RH,,,
ADV Binder,Wooper,81,EX Team Rocket Returns,,,,
ADV Binder,Remoraid,73,EX Team Rocket Returns,,,,
ADV Binder,Delibird,21,EX Team Rocket Returns,,,,
ADV Binder,Magnemite,66,EX Team Rocket Returns,,,,
ADV Binder,Dark Magneton,39,EX Team Rocket Returns,,,,
ADV Binder,Mareep,67,EX Team Rocket Returns,,,,
ADV Binder,Dark Flaaffy,33,EX Team Rocket Returns,,,,
ADV Binder,Dark Ampharos,2,EX Team Rocket Returns,,,,
ADV Binder,Slowpoke,76,EX Team Rocket Returns,,,,
ADV Binder,Dark Slowking,9,EX Team Rocket Returns,RH,,,
ADV Binder,Sandshrew,74,EX Team Rocket Returns,RH,,,
ADV Binder,Onix,69,EX Team Rocket Returns,,,,
ADV Binder,Heracross,43,EX Team Rocket Returns,,,,
ADV Binder,Larvitar,63,EX Team Rocket Returns,,,,
ADV Binder,Dark Pupitar,41,EX Team Rocket Returns,,,,
ADV Binder,Dark Tyranitar,19,EX Team Rocket Returns,,,,
ADV Binder,Rocket's Meowth,46,EX Team Rocket Returns,,,,
ADV Binder,Dratini,52,EX Team Rocket Returns,,,,
ADV Binder,Dark Dragonair,31,EX Team Rocket Returns,,,,
ADV Binder,Sentret,75,EX Team Rocket Returns,,,,
ADV Binder,Furret,22,EX Team Rocket Returns,,,,
ADV Binder,Togepi,50,EX Team Rocket Returns,RH,,,
ADV Binder,Togetic,14,EX Team Rocket Returns,,,,
ADV Binder,Pokémon Retriever,84,EX Team Rocket Returns,RH,,,
ADV Binder,Surprise! Time Machine,91,EX Team Rocket Returns,,,,
ADV Binder,Venture Bomb,93,EX Team Rocket Returns,,,,
ADV Binder,Rocket's Admin.,86,EX Team Rocket Returns,,,,
ADV Binder,Rocket's Mission,88,EX Team Rocket Returns,,,,
ADV Binder,Charmeleon,110,EX Team Rocket Returns,,,,
ADV Binder,Treecko,70,EX Emerald,,,,
